Total_Duration_Minute,Total_Distance,Number_Of_Stops
60.0,41,6
155.0,105,13
185.0,105,13
80.0,43,6
190.0,121,16
110.0,77,11
200.0,121,16
80.0,43,6
123.0,77,11
98.0,77,11
138.0,77,11
100.0,77,11
108.0,77,11
555.0,265,32
515.0,265,33
455.0,265,33
455.0,265,31
65.0,51,8
75.0,51,8
220.0,148,22
195.0,148,22
100.0,51,8
80.0,51,8
230.0,148,22
195.0,148,22
205.0,136,15
225.0,136,15
35.0,18,4
35.0,18,4
35.0,18,4
35.0,18,4
35.0,18,4
35.0,18,4
35.0,18,4
35.0,18,4
35.0,18,4
35.0,18,4
85.0,34,6
85.0,35,6
90.0,34,6
90.0,35,6
90.0,34,6
85.0,35,6
80.0,34,6
80.0,35,6
260.0,95,3
270.0,95,3
150.0,111,19
150.0,111,19
110.0,59,11
100.0,59,11
110.0,65,13
120.0,65,13
75.0,44,9
86.0,44,9
220.0,127,23
214.0,127,23
70.0,54,10
90.0,54,10
420.0,261,48
410.0,261,48
65.0,10,5
55.0,10,5
115.0,19,12
145.0,19,12
50.0,6,7
45.0,6,7
180.0,64,12
210.0,64,12
155.0,64,12
205.0,64,12
82.0,45,13
75.0,44,13
85.0,45,10
70.0,45,10
90.0,45,11
78.0,45,11
85.0,47,13
87.0,47,14
105.0,56,10
105.0,56,10
93.0,56,10
105.0,56,10
60.0,28,5
60.0,28,5
60.0,28,5
60.0,28,5
225.0,132,18
220.0,132,18
110.0,61,9
110.0,61,9
70.0,39,2
80.0,39,2
65.0,39,2
75.0,39,2
55.0,39,2
70.0,28,6
74.0,28,2
80.0,28,2
70.0,28,6
72.0,28,2
150.0,82,18
155.0,82,18
160.0,82,18
165.0,82,18
135.0,69,17
155.0,69,17
405.0,246,41
410.0,247,41
180.0,138,16
185.0,138,16
105.0,81,8
105.0,81,8
150.0,89,14
155.0,89,14
310.0,163,36
220.0,93,24
180.0,93,24
315.0,163,36
210.0,93,24
205.0,93,24
135.0,54,15
145.0,54,15
165.0,89,14
155.0,89,14
25.0,11,3
100.0,47,11
95.0,47,11
25.0,11,3
25.0,11,3
95.0,47,11
95.0,47,11
25.0,11,3
345.0,172,25
295.0,172,25
135.0,47,9
120.0,47,8
120.0,47,9
120.0,47,9
135.0,47,9
150.0,47,9
95.0,49,6
95.0,49,6
95.0,49,6
95.0,49,6
95.0,49,6
95.0,49,6
95.0,49,6
95.0,49,6
120.0,89,12
120.0,89,12
60.0,45,6
185.0,134,17
200.0,134,17
55.0,45,6
65.0,45,6
60.0,45,6
175.0,134,9
140.0,134,9
60.0,45,6
55.0,45,6
55.0,45,6
65.0,45,6
170.0,134,17
200.0,134,17
180.0,134,17
190.0,134,17
180.0,134,17
170.0,134,17
140.0,89,12
130.0,89,12
125.0,89,12
125.0,89,12
120.0,89,12
125.0,89,12
140.0,89,12
140.0,89,12
125.0,89,12
125.0,89,12
95.0,68,10
120.0,78,12
110.0,78,12
130.0,78,11
270.0,170,22
315.0,170,21
85.0,56,8
165.0,77,10
90.0,53,9
85.0,45,8
78.0,45,8
85.0,45,8
82.0,45,8
85.0,45,8
78.0,45,8
110.0,53,9
40.0,25,4
45.0,25,4
40.0,25,4
50.0,25,4
205.0,106,17
185.0,106,17
178.0,98,16
150.0,98,16
165.0,106,16
175.0,106,16
135.0,77,5
130.0,77,5
120.0,72,4
125.0,77,5
125.0,72,4
113.0,72,4
130.0,77,5
113.0,72,4
110.0,58,6
155.0,58,6
35.0,14,2
35.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
30.0,14,2
265.0,185,19
220.0,185,19
390.0,313,29
380.0,313,29
665.0,471,49
675.0,471,49
635.0,348,39
525.0,348,39
285.0,208,24
285.0,209,24
445.0,302,35
445.0,303,35
300.0,208,24
290.0,209,24
305.0,211,28
315.0,211,28
300.0,211,28
320.0,211,28
75.0,48,8
70.0,47,8
75.0,48,8
70.0,47,8
75.0,48,8
70.0,47,8
155.0,142,14
185.0,142,14
125.0,90,9
125.0,90,9
175.0,115,18
180.0,115,18
170.0,115,18
190.0,115,18
90.0,53,6
95.0,53,6
285.0,152,19
245.0,152,19
80.0,42,7
75.0,42,7
75.0,42,7
70.0,42,7
70.0,42,7
60.0,42,7
65.0,42,7
75.0,42,7
70.0,42,7
85.0,42,7
225.0,121,18
175.0,111,16
200.0,117,18
175.0,117,15
185.0,117,18
215.0,117,18
220.0,117,18
200.0,117,18
190.0,117,18
195.0,117,18
175.0,117,14
180.0,117,18
60.0,31,2
60.0,31,2
60.0,31,2
60.0,31,2
60.0,31,2
60.0,31,2
60.0,31,2
60.0,31,2
200.0,87,17
195.0,87,17
185.0,87,17
175.0,87,17
200.0,123,20
210.0,123,20
210.0,123,20
205.0,123,20
130.0,77,15
120.0,77,15
130.0,77,15
120.0,77,15
130.0,77,15
135.0,77,15
125.0,88,14
140.0,88,14
140.0,88,14
130.0,88,14
160.0,88,14
130.0,88,14
135.0,88,14
145.0,88,14
120.0,80,13
120.0,80,13
115.0,80,13
115.0,80,13
185.0,122,19
165.0,122,18
155.0,122,14
200.0,122,19
330.0,215,23
430.0,215,23
70.0,41,7
55.0,41,7
375.0,220,36
185.0,112,22
220.0,112,22
420.0,221,36
360.0,220,24
390.0,220,24
200.0,127,22
140.0,98,18
250.0,138,24
305.0,166,27
180.0,81,19
190.0,81,19
205.0,81,19
185.0,81,19
215.0,136,22
230.0,136,22
195.0,126,20
245.0,117,20
420.0,214,37
405.0,214,37
225.0,118,22
150.0,88,14
315.0,154,25
335.0,156,25
290.0,156,24
365.0,156,24
365.0,203,30
415.0,203,30
95.0,53,13
125.0,53,12
375.0,169,23
340.0,169,22
270.0,105,16
225.0,105,16
250.0,111,19
275.0,111,19
95.0,29,5
60.0,29,5
165.0,53,12
125.0,53,13
395.0,187,23
360.0,187,23
379.0,187,29
300.0,150,16
300.0,150,16
395.0,187,31
255.0,129,18
325.0,129,20
150.0,82,9
155.0,82,9
155.0,87,13
220.0,87,13
230.0,159,20
280.0,159,19
75.0,37,8
95.0,37,8
250.0,132,14
255.0,132,14
180.0,97,17
165.0,97,17
180.0,97,17
180.0,97,17
80.0,54,7
162.0,54,5
350.0,217,28
345.0,217,28
300.0,181,20
300.0,181,20
375.0,210,30
400.0,210,30
345.0,183,29
365.0,183,29
420.0,251,45
420.0,251,44
125.0,63,12
135.0,64,12
250.0,208,19
265.0,208,19
145.0,100,8
160.0,100,7
270.0,167,16
265.0,166,16
90.0,33,8
85.0,33,8
90.0,33,8
90.0,33,8
90.0,33,8
90.0,33,8
90.0,33,8
85.0,33,8
355.0,204,33
365.0,204,33
175.0,107,19
180.0,108,19
90.0,40,11
80.0,40,11
145.0,61,15
130.0,61,15
90.0,54,4
195.0,101,14
195.0,101,14
75.0,54,4
80.0,47,4
195.0,101,14
205.0,101,14
75.0,47,4
85.0,40,8
85.0,39,8
30.0,17,2
30.0,17,2
30.0,17,2
45.0,17,2
140.0,81,12
145.0,81,10
85.0,64,10
125.0,68,11
95.0,62,9
90.0,61,9
285.0,201,31
305.0,201,31
270.0,157,22
255.0,157,22
190.0,150,15
190.0,150,15
55.0,26,9
55.0,26,9
55.0,26,9
160.0,93,12
150.0,93,12
195.0,150,14
195.0,150,14
195.0,94,19
65.0,28,4
25.0,10,2
180.0,94,19
25.0,10,2
90.0,27,6
80.0,49,8
90.0,49,9
80.0,49,9
85.0,49,9
80.0,49,9
110.0,70,16
115.0,70,16
90.0,49,9
85.0,49,9
85.0,49,9
140.0,89,10
125.0,89,10
120.0,75,15
125.0,75,15
130.0,75,18
135.0,75,18
215.0,127,11
175.0,127,11
130.0,89,10
120.0,89,10
285.0,180,26
290.0,180,27
180.0,122,23
205.0,122,23
185.0,139,17
200.0,139,17
190.0,139,17
180.0,139,17
305.0,145,26
260.0,145,25
260.0,134,25
240.0,134,25
65.0,44,4
175.0,94,15
205.0,94,21
190.0,94,21
70.0,30,8
240.0,109,20
140.0,81,14
175.0,80,12
65.0,36,8
55.0,36,8
150.0,81,18
85.0,44,11
85.0,44,11
150.0,81,18
65.0,36,8
165.0,81,18
85.0,36,8
65.0,36,7
60.0,32,6
100.0,59,12
100.0,59,12
105.0,59,12
60.0,33,8
60.0,33,8
60.0,33,8
60.0,33,8
125.0,59,12
85.0,32,6
215.0,109,24
140.0,65,14
60.0,29,6
65.0,36,8
65.0,36,8
145.0,70,18
140.0,68,18
95.0,47,10
85.0,46,12
200.0,99,21
165.0,68,15
145.0,49,12
90.0,46,9
45.0,25,5
60.0,33,7
60.0,33,6
275.0,169,23
215.0,143,19
45.0,25,5
225.0,141,14
220.0,144,14
275.0,145,13
230.0,146,14
190.0,142,14
180.0,144,14
240.0,83,5
210.0,83,5
190.0,148,8
295.0,148,8
185.0,81,18
140.0,81,18
85.0,44,9
200.0,94,19
145.0,76,11
80.0,46,12
115.0,65,13
90.0,44,9
150.0,81,18
165.0,81,18
120.0,44,12
120.0,44,12
70.0,47,3
115.0,47,3
50.0,31,8
70.0,25,5
65.0,32,6
60.0,32,6
55.0,25,5
60.0,31,8
50.0,31,8
40.0,25,5
65.0,32,6
45.0,25,5
310.0,177,23
290.0,178,25
145.0,70,17
225.0,98,25
395.0,171,36
235.0,130,17
550.0,272,45
240.0,161,12
230.0,161,12
235.0,161,12
225.0,161,12
45.0,14,3
45.0,14,3
170.0,121,13
170.0,122,15
85.0,49,9
80.0,50,9
315.0,197,22
305.0,197,21
80.0,26,14
110.0,39,23
85.0,40,17
60.0,25,20
70.0,27,21
75.0,40,17
65.0,26,14
60.0,26,14
135.0,53,26
85.0,40,17
35.0,13,11
45.0,13,11
70.0,40,17
82.0,40,17
70.0,26,14
95.0,26,14
73.0,40,17
85.0,40,17
70.0,26,14
80.0,52,7
85.0,52,7
60.0,27,14
25.0,13,4
25.0,13,4
18.0,13,4
20.0,13,4
35.0,13,4
20.0,13,4
19.0,13,4
18.0,13,4
20.0,13,4
20.0,13,4
57.0,27,14
40.0,13,4
50.0,27,14
225.0,108,8
225.0,108,8
90.0,52,4
90.0,52,4
225.0,108,8
225.0,108,8
405.0,253,19
440.0,253,19
140.0,105,17
145.0,105,21
255.0,154,18
245.0,154,18
220.0,154,17
205.0,59,6
75.0,59,6
220.0,154,17
110.0,39,23
75.0,39,23
90.0,39,23
75.0,39,23
225.0,151,14
195.0,151,14
100.0,57,5
95.0,57,5
160.0,151,14
365.0,237,22
360.0,237,21
240.0,129,14
270.0,129,14
85.0,55,8
85.0,55,8
80.0,55,8
110.0,72,11
95.0,69,10
47.0,17,5
48.0,17,5
96.0,69,10
100.0,69,10
55.0,17,5
53.0,17,5
77.0,51,7
265.0,116,9
265.0,116,9
210.0,147,19
220.0,147,19
171.0,113,26
165.0,113,26
166.0,113,26
170.0,113,26
171.0,113,26
165.0,113,26
60.0,40,8
55.0,40,8
171.0,113,26
164.0,113,26
161.0,113,26
125.0,96,15
130.0,96,15
235.0,150,23
265.0,150,23
60.0,27,8
255.0,165,28
220.0,165,28
100.0,73,10
40.0,16,4
40.0,16,4
40.0,16,4
40.0,16,4
40.0,16,4
40.0,16,4
40.0,16,4
40.0,16,4
40.0,16,4
40.0,16,4
85.0,60,10
185.0,142,18
150.0,89,16
140.0,87,16
155.0,89,16
140.0,87,16
140.0,89,16
155.0,87,16
105.0,60,12
95.0,58,12
140.0,89,16
140.0,87,16
80.0,47,9
80.0,46,9
80.0,47,9
80.0,46,9
225.0,149,19
195.0,129,18
125.0,89,10
155.0,104,11
460.0,249,28
355.0,249,28
165.0,89,16
155.0,87,16
120.0,89,10
120.0,87,10
120.0,87,10
120.0,89,10
385.0,242,26
425.0,242,26
255.0,188,19
240.0,188,18
230.0,139,20
220.0,139,20
60.0,21,6
55.0,21,6
240.0,139,20
230.0,139,20
55.0,21,6
55.0,21,6
245.0,139,20
230.0,139,20
55.0,21,6
55.0,21,6
235.0,139,20
220.0,139,20
55.0,21,6
55.0,21,6
55.0,21,6
55.0,21,6
55.0,21,6
55.0,21,6
55.0,21,6
55.0,21,6
105.0,51,13
90.0,51,13
105.0,51,13
90.0,51,13
100.0,51,13
100.0,51,13
100.0,51,13
100.0,51,13
100.0,51,13
100.0,51,13
105.0,51,13
100.0,51,13
100.0,51,13
90.0,51,13
100.0,51,13
100.0,51,13
115.0,63,5
90.0,63,5
100.0,68,10
135.0,68,10
185.0,109,15
175.0,109,15
180.0,109,15
170.0,109,15
195.0,118,17
170.0,117,17
45.0,28,5
45.0,28,5
50.0,28,5
45.0,28,5
215.0,98,14
45.0,28,5
45.0,28,5
45.0,28,6
90.0,47,7
90.0,47,7
45.0,28,5
45.0,28,5
45.0,28,5
240.0,98,16
170.0,105,19
175.0,105,19
60.0,36,2
60.0,36,2
60.0,36,2
60.0,36,2
115.0,39,2
105.0,39,2
105.0,39,2
110.0,39,2
110.0,1,2
110.0,1,2
110.0,1,2
110.0,1,2
110.0,1,2
110.0,1,2
185.0,1712,7
775.0,649,11
720.0,649,15
765.0,695,13
960.0,849,18
1145.0,2440,22
1190.0,2440,18
369.0,668,15
368.0,663,15
103.0,60,2
86.0,59,2
21.0,10,2
20.0,10,2
20.0,10,2
20.0,10,2
21.0,10,2
20.0,10,2
75.0,63,2
114.0,101,2
78.0,63,2
80.0,63,2
152.0,123,2
164.0,123,2
176.0,123,2
113.0,89,2
132.0,101,2
75.0,63,2
85.0,63,2
75.0,63,2
109.0,89,2
75.0,63,2
172.0,123,2
155.0,123,2
80.0,63,2
75.0,63,2
80.0,63,2
133.0,113,2
80.0,63,2
147.0,113,2
100.0,63,2
75.0,63,2
163.0,123,2
159.0,123,2
148.0,113,2
166.0,123,2
145.0,113,2
152.0,123,2
75.0,63,8
75.0,63,2
158.0,123,2
75.0,63,9
78.0,63,9
80.0,63,9
152.0,123,17
75.0,63,9
85.0,63,9
80.0,63,9
56.0,49,10
58.0,49,8
58.0,49,10
62.0,49,8
58.0,49,10
58.0,49,8
57.0,49,10
58.0,49,8
57.0,49,10
58.0,49,8
56.0,49,10
59.0,49,8
57.0,49,8
52.0,46,9
50.0,46,7
53.0,46,9
50.0,46,7
51.0,46,9
51.0,46,7
50.0,46,9
51.0,46,7
50.0,46,9
50.0,46,7
50.0,46,9
50.0,46,7
51.0,46,9
50.0,46,7
50.0,46,9
50.0,46,7
50.0,46,9
51.0,46,7
50.0,46,9
50.0,46,7
52.0,46,9
50.0,46,7
50.0,46,9
51.0,46,7
50.0,46,9
50.0,46,7
51.0,46,9
50.0,46,7
52.0,46,9
50.0,46,7
50.0,46,9
50.0,46,7
51.0,46,7
50.0,46,7
50.0,46,7
52.0,46,7
50.0,46,7
50.0,46,7
18.0,14,5
19.0,14,3
22.0,14,5
18.0,14,3
19.0,14,5
19.0,14,3
20.0,14,5
20.0,14,3
19.0,14,5
19.0,14,3
19.0,14,5
20.0,14,3
19.0,14,5
20.0,14,3
22.0,14,5
20.0,14,3
21.0,14,5
19.0,14,3
19.0,14,5
19.0,14,3
18.0,14,5
19.0,14,3
21.0,14,5
19.0,14,3
20.0,14,5
19.0,14,3
19.0,14,5
19.0,14,3
20.0,14,5
20.0,14,3
20.0,14,5
19.0,14,3
20.0,14,5
21.0,14,3
19.0,14,5
19.0,14,3
19.0,14,5
21.0,14,5
21.0,14,5
12.0,6,4
12.0,6,2
13.0,6,4
12.0,6,2
12.0,6,4
12.0,6,2
12.0,6,4
12.0,6,2
13.0,6,4
12.0,6,2
14.0,6,4
12.0,6,2
12.0,6,4
12.0,6,2
12.0,6,4
12.0,6,2
11.0,6,4
13.0,6,2
13.0,6,4
12.0,6,2
11.0,6,4
12.0,6,2
12.0,6,4
12.0,6,2
12.0,6,4
12.0,6,2
14.0,6,4
12.0,6,2
12.0,6,4
12.0,6,2
12.0,6,4
12.0,6,2
14.0,6,2
13.0,6,2
13.0,6,2
13.0,6,2
12.0,6,2
76.0,67,12
70.0,67,10
70.0,67,12
71.0,67,10
71.0,67,12
73.0,67,10
73.0,67,12
72.0,67,10
70.0,67,12
71.0,67,10
70.0,67,12
70.0,67,10
70.0,67,12
71.0,67,10
70.0,67,12
71.0,67,10
70.0,67,12
70.0,67,10
72.0,67,12
71.0,67,10
71.0,67,12
71.0,67,10
71.0,67,12
70.0,67,10
71.0,67,12
70.0,67,10
70.0,67,10
70.0,67,10
35.0,32,7
36.0,32,5
39.0,32,7
37.0,32,5
35.0,32,7
37.0,32,5
35.0,32,7
35.0,32,5
36.0,32,7
35.0,32,5
36.0,32,7
40.0,32,5
38.0,32,7
36.0,32,5
38.0,32,7
37.0,32,5
35.0,32,7
16.0,10,4
15.0,10,2
17.0,10,4
15.0,10,2
16.0,10,4
16.0,10,2
15.0,10,4
15.0,10,2
16.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
16.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
16.0,10,4
15.0,10,4
60.0,53,7
80.0,53,17
60.0,53,9
62.0,53,9
59.0,53,9
59.0,44,12
72.0,53,16
74.0,53,13
72.0,53,16
76.0,53,14
73.0,53,17
62.0,53,9
49.0,44,6
76.0,53,14
73.0,53,14
76.0,53,13
62.0,53,8
75.0,53,14
62.0,53,8
74.0,53,14
72.0,53,19
50.0,44,6
49.0,44,7
61.0,53,8
47.0,44,7
62.0,53,8
74.0,53,14
75.0,53,14
60.0,44,12
49.0,44,6
74.0,53,13
72.0,53,13
73.0,53,14
45.0,44,6
60.0,44,12
73.0,53,13
78.0,53,14
75.0,53,14
63.0,53,9
62.0,53,2
76.0,53,14
73.0,53,14
81.0,53,17
62.0,53,8
62.0,53,9
60.0,53,9
65.0,48,11
67.0,48,12
66.0,48,11
70.0,48,14
67.0,48,11
39.0,33,6
44.0,33,7
42.0,33,7
45.0,33,7
41.0,33,5
43.0,33,7
41.0,33,6
45.0,33,7
41.0,33,6
43.0,33,7
42.0,33,6
44.0,33,7
50.0,33,10
43.0,33,6
51.0,33,9
5.0,2,2
7.0,2,2
58.0,49,10
7.0,2,2
5.0,2,2
7.0,2,2
5.0,2,2
7.0,2,2
5.0,2,2
7.0,2,2
5.0,2,2
7.0,2,2
5.0,2,2
7.0,2,2
5.0,2,2
7.0,2,2
5.0,2,2
7.0,2,2
57.0,49,10
60.0,49,8
7.0,2,2
53.0,46,9
52.0,46,7
51.0,46,9
51.0,46,7
51.0,46,9
51.0,46,7
52.0,46,9
51.0,46,7
51.0,46,9
51.0,46,7
61.0,46,9
50.0,46,7
52.0,46,9
141.0,99,30
51.0,46,9
138.0,99,30
51.0,46,9
51.0,46,9
51.0,46,9
20.0,14,5
18.0,14,3
18.0,14,5
18.0,14,3
20.0,14,5
17.0,14,3
20.0,14,5
20.0,14,3
21.0,14,5
19.0,14,3
21.0,14,5
20.0,14,3
20.0,14,5
25.0,14,3
19.0,14,5
21.0,14,3
20.0,14,5
19.0,14,3
20.0,14,5
19.0,14,3
19.0,14,5
21.0,14,3
20.0,14,5
21.0,14,3
20.0,14,5
19.0,14,3
20.0,14,5
19.0,14,3
21.0,14,3
20.0,14,3
108.0,67,26
13.0,6,4
13.0,6,2
13.0,6,4
12.0,6,2
14.0,6,4
13.0,6,2
12.0,6,4
12.0,6,2
13.0,6,4
12.0,6,2
12.0,6,4
14.0,6,2
13.0,6,4
13.0,6,2
12.0,6,4
12.0,6,2
13.0,6,4
12.0,6,2
13.0,6,4
13.0,6,2
13.0,6,4
12.0,6,2
13.0,6,4
13.0,6,2
13.0,6,4
12.0,6,2
13.0,6,4
12.0,6,2
14.0,6,4
13.0,6,2
13.0,6,4
12.0,6,2
13.0,6,4
12.0,6,2
13.0,6,4
102.0,59,25
12.0,6,4
14.0,6,4
14.0,6,4
13.0,6,4
13.0,6,4
77.0,67,12
70.0,67,10
73.0,67,12
70.0,67,10
70.0,67,12
72.0,67,10
69.0,67,12
70.0,67,12
21.0,21,4
38.0,32,5
35.0,32,7
37.0,32,5
37.0,32,7
37.0,32,5
36.0,32,7
36.0,32,5
35.0,32,7
36.0,32,5
35.0,32,7
36.0,32,5
35.0,32,7
35.0,32,5
36.0,32,7
37.0,32,5
35.0,32,7
37.0,32,5
35.0,32,7
40.0,32,5
35.0,32,7
34.0,32,5
34.0,32,5
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
14.0,10,4
11.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
17.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
17.0,10,2
15.0,10,4
17.0,10,2
15.0,10,4
15.0,10,2
14.0,10,4
15.0,10,2
14.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
16.0,10,4
15.0,10,2
15.0,10,4
16.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
16.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
16.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
15.0,10,4
15.0,10,2
103.0,64,27
16.0,10,2
15.0,10,2
88.0,53,2
56.0,35,14
87.0,53,24
57.0,35,14
87.0,53,24
57.0,35,14
88.0,53,24
57.0,35,14
87.0,53,24
57.0,35,14
88.0,53,24
90.0,53,24
68.0,44,17
58.0,35,13
87.0,53,24
88.0,53,24
90.0,53,24
88.0,53,24
88.0,53,24
88.0,53,24
88.0,53,24
88.0,53,24
89.0,53,24
68.0,44,17
89.0,53,24
86.0,53,24
69.0,44,17
87.0,53,24
70.0,44,17
87.0,53,23
90.0,53,24
90.0,53,24
91.0,53,24
32.0,20,8
89.0,53,24
71.0,44,17
88.0,53,24
89.0,53,24
88.0,53,24
87.0,53,24
88.0,53,24
88.0,53,24
59.0,37,15
72.0,44,17
88.0,53,24
72.0,44,17
31.0,20,8
89.0,53,24
90.0,53,24
87.0,53,24
72.0,44,17
62.0,37,15
90.0,53,24
87.0,53,24
89.0,53,24
87.0,53,24
31.0,20,8
89.0,53,24
88.0,53,24
87.0,53,24
88.0,53,24
87.0,53,24
89.0,53,24
69.0,44,17
58.0,37,15
91.0,53,24
88.0,53,24
92.0,53,24
88.0,53,24
87.0,53,24
89.0,53,24
87.0,53,24
69.0,44,17
32.0,20,8
91.0,53,24
87.0,53,24
89.0,53,24
59.0,37,15
88.0,53,24
87.0,53,24
89.0,53,24
88.0,53,24
88.0,53,24
87.0,53,24
87.0,53,24
87.0,53,24
31.0,20,8
70.0,44,17
92.0,53,24
87.0,53,24
89.0,53,24
89.0,53,24
69.0,44,17
87.0,53,24
91.0,20,8
89.0,53,24
86.0,53,24
60.0,37,15
68.0,44,17
59.0,35,14
88.0,53,24
90.0,53,24
89.0,53,24
90.0,53,24
90.0,53,24
89.0,53,24
88.0,53,24
69.0,44,17
88.0,53,24
55.0,35,14
68.0,44,17
88.0,53,24
87.0,53,24
88.0,53,24
88.0,53,24
73.0,44,17
58.0,37,15
89.0,53,24
31.0,20,8
88.0,53,24
72.0,44,17
71.0,44,17
90.0,53,24
74.0,44,17
89.0,53,24
88.0,53,24
68.0,44,17
88.0,53,24
87.0,53,24
88.0,53,24
32.0,20,8
61.0,37,15
71.0,44,17
88.0,53,24
70.0,44,17
70.0,44,17
87.0,53,24
72.0,44,17
69.0,44,17
89.0,53,24
60.0,37,15
72.0,44,17
91.0,53,24
71.0,44,17
88.0,53,24
70.0,44,17
89.0,53,24
88.0,53,24
59.0,37,15
88.0,53,24
32.0,20,8
89.0,53,24
31.0,20,8
89.0,53,24
69.0,44,17
78.0,48,22
79.0,48,22
78.0,48,22
81.0,48,22
78.0,48,22
80.0,48,22
78.0,48,22
81.0,48,22
78.0,48,22
81.0,48,22
77.0,48,22
62.0,39,15
79.0,48,22
80.0,48,22
77.0,48,22
80.0,48,22
77.0,48,22
82.0,48,22
79.0,48,22
80.0,48,22
78.0,48,22
80.0,48,22
78.0,48,22
82.0,48,22
78.0,48,22
80.0,48,22
81.0,48,22
81.0,48,22
79.0,48,22
80.0,48,22
78.0,48,22
79.0,48,22
77.0,48,22
62.0,39,15
62.0,39,15
79.0,48,22
60.0,39,15
80.0,48,22
81.0,48,22
79.0,48,22
79.0,48,22
83.0,48,22
79.0,48,22
82.0,48,22
78.0,48,22
80.0,48,22
62.0,39,15
81.0,48,22
78.0,48,22
80.0,48,22
78.0,48,22
84.0,48,22
80.0,48,22
61.0,39,15
78.0,48,22
81.0,48,22
81.0,48,22
60.0,39,15
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
56.0,33,17
56.0,33,17
59.0,33,17
56.0,33,17
56.0,33,17
59.0,33,17
57.0,33,17
58.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
58.0,33,17
57.0,33,17
57.0,33,17
55.0,33,17
58.0,33,17
55.0,33,17
58.0,33,17
58.0,33,17
58.0,33,17
57.0,33,17
58.0,33,17
60.0,33,17
60.0,33,17
56.0,33,17
59.0,33,17
56.0,33,17
58.0,33,17
55.0,33,17
58.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
58.0,33,17
60.0,33,17
59.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
58.0,33,17
55.0,33,17
59.0,33,17
56.0,33,17
58.0,33,17
57.0,33,17
58.0,33,17
38.0,24,10
58.0,33,17
56.0,33,17
59.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
57.0,33,17
57.0,33,17
38.0,24,10
56.0,33,17
58.0,33,17
56.0,33,17
57.0,33,17
56.0,33,17
57.0,33,17
56.0,33,17
57.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
57.0,33,17
56.0,33,17
58.0,33,17
58.0,33,17
55.0,33,17
57.0,33,17
57.0,33,17
56.0,33,17
59.0,33,17
56.0,33,17
38.0,24,10
56.0,33,17
58.0,33,17
39.0,24,10
40.0,24,10
55.0,33,17
59.0,33,17
57.0,33,17
58.0,33,17
38.0,24,10
59.0,33,17
56.0,33,17
57.0,33,17
56.0,33,17
39.0,24,10
56.0,33,17
58.0,33,17
55.0,33,17
38.0,24,10
55.0,33,17
58.0,33,17
55.0,33,17
58.0,33,17
39.0,24,10
39.0,24,10
55.0,33,17
58.0,33,17
56.0,33,17
60.0,33,17
55.0,33,17
58.0,33,17
56.0,33,17
58.0,33,17
56.0,33,17
59.0,33,17
55.0,33,17
39.0,24,10
59.0,33,16
56.0,33,16
58.0,33,16
34.0,19,12
37.0,19,12
34.0,19,12
37.0,19,12
28.0,15,10
30.0,15,10
28.0,15,10
30.0,15,10
28.0,15,10
30.0,15,10
28.0,15,10
30.0,15,10
30.0,15,10
30.0,15,10
28.0,15,10
31.0,15,10
28.0,15,10
31.0,15,10
31.0,15,10
30.0,15,10
29.0,15,10
30.0,15,10
30.0,15,10
30.0,15,10
28.0,15,10
30.0,15,10
28.0,15,10
29.0,15,10
28.0,15,10
30.0,15,10
28.0,15,10
30.0,15,10
28.0,15,10
30.0,15,10
28.0,15,10
30.0,15,10
29.0,15,10
31.0,15,10
28.0,15,10
30.0,15,10
29.0,15,10
30.0,15,10
28.0,15,10
31.0,15,10
28.0,15,10
31.0,15,10
28.0,15,10
30.0,15,10
29.0,15,10
30.0,15,10
29.0,15,10
